name,MinorMasterId,MLBAMId,age,level,team,Position,Throws,pscore,score_p,ip,krate,bbrate,chaserate,whiffrate,zcontact,velocity,spin_rate,xwoba,woba,savant_url,UPURL
Luke Little,sa3014514,681432.0,25,AA,CHC,P,0,18.36798452385424,0.6014925373134329,11.1,28.846154,15.384614999999998,23.85321100917432,35.0,82.14285714285714,0.0,0.0,0.0,0.292,Luke-Little-681432,/players/luke-little/28036/stats/pitching
Najer Victor,sa3025330,695402.0,24,AA,LAA,P,0,32.40086634726459,0.9059701492537313,12.2,40.384615,17.307692000000003,38.28125,38.524590163934434,80.82191780821918,0.0,0.0,0.0,0.17800000000000002,Najer-Victor-695402,/players/najer-victor/sa3025330/stats/pitching
Andrew Lindsey,sa3022734,701604.0,26,AA,TBR,P,0,13.236109618728552,0.3835820895522388,12.2,26.923077000000003,9.615385,30.357142857142854,21.698113207547173,88.8888888888889,0.0,0.0,0.0,0.314,Andrew-Lindsey-701604,/players/andrew-lindsey/sa3022734/stats/pitching
Cody Adcock,sa3023175,694832.0,24,AA,CIN,P,0,27.532699686334606,0.8373134328358209,12.0,27.450979999999998,11.764706,30.994152046783622,36.53846153846153,80.24691358024691,0.0,0.0,0.0,0.218,Cody-Adcock-694832,/players/cody-adcock/sa3023175/stats/pitching
Riley Maddox,sa3036829,824600.0,23,AA,WSN,P,0,17.11859846689116,0.5507462686567164,12.0,11.764706,3.9215690000000003,31.067961165048537,22.36842105263158,84.0909090909091,0.0,0.0,0.0,0.313,Riley-Maddox-824600,/players/riley-maddox/sa3036829/stats/pitching
Bernard Jose,sa3021812,811594.0,23,AA,SDP,P,0,9.562854059698166,0.2373134328358209,12.2,20.0,12.0,22.680412371134018,18.947368421052637,86.66666666666669,0.0,0.0,0.0,0.272,Bernard-Jose-811594,/players/bernard-jose/sa3021812/stats/pitching
John Stankiewicz,sa3016001,694496.0,27,AA,DET,P,0,5.720452233334563,0.09402985074626866,9.2,24.0,10.0,20.0,25.0,86.27450980392156,0.0,0.0,0.0,0.43200000000000005,John-Stankiewicz-694496,/players/john-stankiewicz/sa3016001/stats/pitching
Billy Sullivan,sa3014918,676907.0,27,AA,WSN,P,0,4.8697624427838155,0.056716417910447764,9.0,22.0,24.0,25.78125,24.09638554216868,77.55102040816327,0.0,0.0,0.0,0.42700000000000005,Billy-Sullivan-676907,/players/william-sullivan/sa3014918/stats/pitching
Jacob Webb,sa3017547,701288.0,27,AA,MIN,P,0,7.1818871784818485,0.1373134328358209,8.2,24.0,22.0,23.232323232323232,32.631578947368425,77.14285714285717,0.0,0.0,0.0,0.483,Jacob-Webb-701288,/players/jacob-webb/sa3004799/stats/pitching
Woo-Suk Go,sa3012630,808970.0,27,AA,DET,P,0,15.400750278381846,0.47761194029850745,13.2,44.897959,4.081633,33.63636363636363,31.578947368421048,87.93103448275862,0.0,0.0,0.0,0.182,Woo-Suk-Go-808970,/players/woo-suk-go/33827/stats/pitching
Steffon Moore,sa3007857,682064.0,29,AA,CIN,P,0,5.763167994401049,0.09850746268656717,11.0,32.653061,24.489796,26.865671641791053,34.48275862068966,76.11940298507463,0.0,0.0,0.0,0.31,Steffon-Moore-682064,/players/steffon-moore/sa3007857/stats/pitching
Kevin Gowdy,sa917928,666151.0,28,AA,NYM,P,0,5.625241173182911,0.0880597014925373,9.1,24.489796,18.367347,23.577235772357724,31.86813186813186,80.88235294117648,0.0,0.0,0.0,0.39799999999999996,Kevin-Gowdy-666151,/players/kevin-gowdy/sa917928/stats/pitching
Josh Hejka,sa3011152,691196.0,29,AA,MIA,P,0,1.5341902200092203,0.0029850746268656717,9.0,18.367347,12.244898,26.88172043010752,16.666666666666664,85.84905660377359,0.0,0.0,0.0,0.516,Josh-Hejka-691196,/players/joshua-hejka/sa3011152/stats/pitching
Jake Bockenstedt,sa3023007,804728.0,26,AA,CHW,P,0,8.245076399022501,0.1865671641791045,10.1,18.367347,10.204082000000001,32.35294117647059,22.82608695652174,83.0508474576271,0.0,0.0,0.0,0.374,Jake-Bockenstedt-804728,/players/jacob-bockenstedt/sa3023007/stats/pitching
Drue Hackenberg,sa3023304,802357.0,24,AA,ATL,P,0,23.273497524912678,0.7522388059701492,12.0,25.0,6.25,17.599999999999994,29.268292682926827,84.84848484848484,0.0,0.0,0.0,0.228,Drue-Hackenberg-802357,/players/drue-hackenberg/sa3023304/stats/pitching
Pierce George,sa3025520,703670.0,23,AA,CHW,P,0,12.218696679324006,0.34626865671641793,9.1,16.666667,14.583333,23.85321100917432,27.397260273972602,73.91304347826086,0.0,0.0,0.0,0.39299999999999996,Pierce-George-703670,/players/pierce-george/sa3025520/stats/pitching
Mason Vinyard,sa3020753,804912.0,27,AA,MIA,P,0,7.8364196980784655,0.16567164179104477,12.2,25.0,8.333333,21.875,24.24242424242424,88.63636363636364,0.0,0.0,0.0,0.19,Mason-Vinyard-804912,/players/mason-vinyard/sa3020753/stats/pitching
Ben Wereski,sa3018234,686844.0,28,AA,CIN,P,0,8.92938485818751,0.21791044776119403,12.0,27.083333000000003,6.25,19.753086419753085,29.268292682926827,81.81818181818183,0.0,0.0,0.0,0.282,Ben-Wereski-686844,/players/benjamin-wereski/sa3018234/stats/pitching
Blake Aita,sa3025822,820832.0,23,AA,STL,P,0,16.050986949601175,0.5059701492537313,12.0,17.021276999999998,4.255319,34.246575342465746,8.888888888888891,95.3125,0.0,0.0,0.0,0.275,Blake-Aita-820832,/players/william-aita/sa3025822/stats/pitching
Yoniel Curet,sa3015446,692414.0,23,AA,DET,P,0,12.462774760690648,0.3597014925373134,9.2,25.531915,17.021276999999998,21.929824561403507,21.428571428571427,82.2222222222222,0.0,0.0,0.0,0.342,Yoniel-Curet-692414,/players/yoniel-curet/sa3015446/stats/pitching
Wen-Hui Pan,sa3020878,808207.0,23,AA,PHI,P,0,10.308743021636788,0.26865671641791045,9.0,8.695651999999999,8.695651999999999,33.734939759036145,14.814814814814813,90.56603773584905,0.0,0.0,0.0,0.43700000000000006,Wen-Hui-Pan-808207,/players/wen-hui-pan/sa3020878/stats/pitching
Kenyi Perez,sa3016008,695990.0,24,AA,CHC,P,0,16.39590012996898,0.5164179104477612,8.2,30.434783000000003,26.086957,20.0,38.333333333333336,84.61538461538461,0.0,0.0,0.0,0.389,Kenyi-Perez-695990,/players/kenyi-perez/sa3016008/stats/pitching
Levi Stoudt,sa3014545,686651.0,28,AA,PHI,P,0,7.047720094030059,0.1328358208955224,11.2,26.086957,15.217391000000001,31.0,29.88505747126437,87.71929824561403,0.0,0.0,0.0,0.226,Levi-Stoudt-686651,/players/levi-stoudt/25650/stats/pitching
Garrett Stratton,sa3043212,809784.0,22,AA,NYM,P,0,38.17590430379961,0.9656716417910448,13.0,32.608695999999995,0.0,31.34328358208955,29.54545454545455,76.11940298507463,0.0,0.0,0.0,0.17800000000000002,Garrett-Stratton-809784,/players/garrett-stratton/sa3043212/stats/pitching
Patricio Aquino,sa3016510,699223.0,23,AA,MIL,P,0,9.135575180662393,0.2253731343283582,10.2,15.217391000000001,21.73913,29.292929292929287,25.882352941176478,87.5,0.0,0.0,0.0,0.309,Patricio-Aquino-699223,/players/patricio-aquino/sa3016510/stats/pitching
Duque Hebbert,sa3021026,808986.0,24,AA,DET,P,0,17.98194588722229,0.5895522388059702,11.1,19.565217,8.695651999999999,31.03448275862069,28.40909090909091,75.40983606557377,0.0,0.0,0.0,0.336,Duque-Hebbert-808986,/players/duque-hebbert/sa3021026/stats/pitching
Luis Gutierrez,sa3016469,692294.0,22,AA,SDP,P,0,37.37707622052607,0.9611940298507463,12.0,28.26087,8.695651999999999,31.683168316831683,30.232558139534877,81.48148148148148,0.0,0.0,0.0,0.24600000000000002,Luis-Gutierrez-692294,/players/luis-gutierrez/sa3016469/stats/pitching
Keagan Gillies,sa3017686,687482.0,28,AA,BAL,P,0,9.770174685195476,0.24776119402985075,9.2,26.666666999999997,6.666667,29.59183673469388,35.29411764705883,80.7017543859649,0.0,0.0,0.0,0.326,Keagan-Gillies-687482,/players/keagan-gillies/sa3017686/stats/pitching
Jeremy Wu-Yelland,sa3014520,695026.0,27,AA,BOS,P,0,15.227372561474006,0.4701492537313433,9.1,29.545455,13.636364000000002,31.683168316831683,37.17948717948718,73.07692307692307,0.0,0.0,0.0,0.321,Jeremy-Wu-Yelland-695026,/players/jeremy-wu-yelland/sa3014520/stats/pitching
Liam Paddack,sa3039330,822473.0,22,AA,CHW,P,0,30.30251246140293,0.8820895522388059,9.1,30.232558,25.581395,29.00763358778626,43.661971830985905,73.52941176470588,0.0,0.0,0.0,0.317,Liam-Paddack-822473,/players/liam-paddack/sa3039330/stats/pitching
Justin Lamkin,sa3035887,703610.0,22,AA,KCR,P,0,45.657459737997094,0.9895522388059701,11.1,34.883721,6.976744,33.75,35.526315789473685,74.0,0.0,0.0,0.0,0.28800000000000003,Justin-Lamkin-703610,/players/justin-lamkin/sa3035887/stats/pitching
Aaron Shortridge,sa3006759,663336.0,29,AA,WSN,P,0,4.997764527556754,0.058208955223880594,10.0,18.604651,6.976744,40.84507042253522,26.82926829268293,90.74074074074076,0.0,0.0,0.0,0.364,Aaron-Shortridge-663336,/players/aaron-shortridge/sa3006759/stats/pitching
Blake Weiman,sa3004211,676620.0,30,AA,LAA,P,0,6.087107214606795,0.11044776119402985,10.2,26.190476,2.380952,48.387096774193544,30.666666666666664,76.59574468085106,0.0,0.0,0.0,0.271,Blake-Weiman-676620,/players/blake-weiman/sa3004211/stats/pitching
Justin King,sa3018278,659381.0,28,AA,MIA,P,0,12.476415610849722,0.3611940298507463,10.0,42.857143,11.904762,31.958762886597928,41.333333333333336,73.33333333333333,0.0,0.0,0.0,0.26899999999999996,Justin-King-659381,/players/justin-king/sa3018278/stats/pitching
Kyle Robinson,sa3025537,701836.0,22,AA,PIT,P,0,22.496520740307894,0.7238805970149254,9.0,24.390244,9.756098,33.33333333333333,20.0,97.61904761904762,0.0,0.0,0.0,0.39399999999999996,Kyle-Robinson-701836,/players/kyle-robinson/sa3025537/stats/pitching
Ethan Bosacker,sa3023163,815073.0,25,AA,KCR,P,0,15.981259202938327,0.5029850746268657,9.0,12.195122,4.878049,35.25641025641025,22.97297297297297,85.86956521739131,0.0,0.0,0.0,0.287,Ethan-Bosacker-815073,/players/ethan-bosacker/sa3023163/stats/pitching
Zach Vennaro,sa3010326,691109.0,30,AA,MIN,P,0,3.8739666875884815,0.026865671641791045,7.2,26.829268,21.951220000000003,32.47863247863248,28.089887640449444,80.3921568627451,0.0,0.0,0.0,0.365,Zach-Vennaro-691109,/players/zachary-vennaro/sa3010326/stats/pitching
Anthony Susac,sa3025400,695618.0,23,AA,TEX,P,0,18.674533484142845,0.608955223880597,7.0,19.512195000000002,14.634146,27.472527472527474,31.88405797101449,79.54545454545455,0.0,0.0,0.0,0.473,Anthony-Susac-695618,/players/anthony-susac/sa3025400/stats/pitching
Sandro Santana,sa3021030,811139.0,21,AA,ARI,P,0,47.59262594083623,0.9940298507462687,11.1,42.5,2.5,39.53488372093023,48.75,67.3913043478261,0.0,0.0,0.0,0.128,Sandro-Santana-811139,/players/sandro-santana/sa3021030/stats/pitching
Dylan Carmouche,sa3023412,694581.0,24,AA,SFG,P,0,11.224011791099496,0.3044776119402985,7.0,20.0,25.0,17.924528301886788,31.578947368421048,76.31578947368422,0.0,0.0,0.0,0.525,Dylan-Carmouche-694581,/players/dylan-carmouche/sa3023412/stats/pitching
Guillo Zuñiga,sa945024,670871.0,27,AA,NYM,P,0,13.245551359447116,0.3850746268656716,9.1,30.0,17.5,31.37254901960784,33.76623376623377,73.33333333333333,0.0,0.0,0.0,0.254,Guillo-Zuñiga-670871,/players/guillo-zuniga/19588/stats/pitching
Simon Miller,sa3023311,815043.0,25,AA,CIN,P,0,23.400931441901907,0.7597014925373134,9.2,27.500000000000004,5.0,37.23404255319149,31.764705882352942,86.0,0.0,0.0,0.0,0.301,Simon-Miller-815043,/players/simon-miller/sa3023311/stats/pitching
Clay Edmondson,sa3030792,811667.0,23,AA,SDP,P,0,5.374269362679014,0.07462686567164178,7.0,15.384614999999998,20.512821,18.811881188118807,20.0,82.35294117647058,0.0,0.0,0.0,0.39899999999999997,Clay-Edmondson-811667,/players/clayton-edmondson/sa3030792/stats/pitching
Nate Savino,sa3023565,691014.0,24,AA,ARI,P,0,10.270254735666803,0.2671641791044776,7.2,10.25641,7.6923080000000015,30.158730158730158,22.58064516129032,95.34883720930232,0.0,0.0,0.0,0.462,Nate-Savino-691014,/players/nathaniel-savino/sa3023565/stats/pitching
Eduardo Rivera,sa3017951,700842.0,23,AA,BOS,P,0,48.00905083236631,0.9955223880597015,10.0,41.025641,7.6923080000000015,35.95505617977528,37.142857142857146,75.67567567567569,0.0,0.0,0.0,0.2,Eduardo-Rivera-700842,/players/eduardo-rivera/31280/stats/pitching
Tyler Switalski,sa3043424,802000.0,23,AA,SFG,P,0,7.775156981091214,0.16417910447761194,6.2,10.526316,10.526316,21.21212121212121,23.33333333333333,84.78260869565217,0.0,0.0,0.0,0.524,Tyler-Switalski-802000,/players/tyler-switalski/sa3043424/stats/pitching
Juan Carela,sa3009237,683636.0,24,AA,CHW,P,0,30.590496644240595,0.8850746268656716,8.2,24.324324,5.405405,31.147540983606557,30.882352941176467,79.59183673469387,0.0,0.0,0.0,0.303,Juan-Carela-683636,/players/juan-carela/sa3009237/stats/pitching
Gerald Ogando,sa3005026,676012.0,25,AA,BAL,P,0,29.336997007226568,0.8626865671641791,8.1,33.333333,8.333333,33.846153846153854,38.983050847457626,76.31578947368422,0.0,0.0,0.0,0.23,Gerald-Ogando-676012,/players/gerald-ogando/sa3005026/stats/pitching
Will Schomberg,sa3023160,801696.0,25,AA,MIA,P,0,28.459873371684758,0.8552238805970149,7.1,33.333333,16.666667,31.632653061224488,41.17647058823529,75.67567567567569,0.0,0.0,0.0,0.365,Will-Schomberg-801696,/players/david-schomberg/sa3023160/stats/pitching
Wyatt Young,sa3017081,696281.0,26,AA,NYM,P,0,5.963188422915858,0.10746268656716418,8.0,0.0,2.777778,48.529411764705884,9.615384615384617,88.23529411764706,0.0,0.0,0.0,0.498,Wyatt-Young-696281,/players/wyatt-young/sa3017081/stats/batting
Seth Shuman,sa3011187,670234.0,28,AA,WSN,P,0,2.9006247599493373,0.023880597014925373,9.1,16.666667,13.888889,28.57142857142857,25.0,83.87096774193549,0.0,0.0,0.0,0.228,Seth-Shuman-670234,/players/griffin-shuman/sa3011187/stats/pitching
Jake Smith,sa3017258,681977.0,26,AA,MIA,P,0,5.9379553520503645,0.10298507462686567,5.0,16.666667,30.555556,19.540229885057467,34.0,81.81818181818183,0.0,0.0,0.0,0.486,Jake-Smith-681977,/players/jake-smith/sa3017258/stats/pitching
Christian Chamberlain,sa3014486,685125.0,26,AA,KCR,P,0,0.8824755054040626,0.0014925373134328358,6.1,11.111111,27.777778,15.116279069767439,19.047619047619047,86.20689655172413,0.0,0.0,0.0,0.449,Christian-Chamberlain-685125,/players/christian-chamberlain/sa3014486/stats/pitching
Justin Armbruester,sa3017548,701859.0,27,AA,NYM,P,0,14.549807381675029,0.44477611940298506,9.1,34.285714,5.714286,32.09876543209877,34.84848484848485,82.5,0.0,0.0,0.0,0.187,Justin-Armbruester-701859,/players/justin-armbruester/sa3017548/stats/pitching
Tucker Musgrove,sa3067261,814491.0,24,AA,SDP,P,0,21.111952427991046,0.6776119402985075,6.2,34.285714,25.714286,26.506024096385545,36.206896551724135,77.7777777777778,0.0,0.0,0.0,0.33899999999999997,Tucker-Musgrove-814491,/players/tucker-musgrove/sa3067261/stats/pitching
Koen Moreno,sa3014509,691103.0,24,AA,CHC,P,0,8.593954456421457,0.20298507462686566,7.2,17.142857,11.428571,31.147540983606557,18.33333333333333,92.6829268292683,0.0,0.0,0.0,0.387,Koen-Moreno-691103,/players/koen-moreno/sa3014509/stats/pitching
Grant Gambrell,sa3011129,669183.0,28,AA,KCR,P,0,4.513545368967297,0.04776119402985075,7.2,14.705882,11.764706,33.33333333333333,20.8955223880597,91.30434782608695,0.0,0.0,0.0,0.348,Grant-Gambrell-669183,/players/grant-gambrell/sa3011129/stats/pitching
Chris Veach,sa3067067,810102.0,24,AA,NYY,P,0,17.88002926407398,0.5850746268656717,8.0,23.529412,17.647059000000006,33.33333333333333,34.693877551020414,81.48148148148148,0.0,0.0,0.0,0.306,Chris-Veach-810102,/players/christopher-veach/sa3067067/stats/pitching
Nick Davila,sa3014980,689546.0,27,AA,SEA,P,0,16.947988210436808,0.5402985074626866,9.0,29.411765000000006,2.941176,35.61643835616439,31.42857142857143,76.92307692307693,0.0,0.0,0.0,0.177,Nick-Davila-689546,/players/nick-davila/27741/stats/pitching
Cooper Hjerpe,sa3020736,687309.0,25,AA,STL,P,0,21.48231803939088,0.6865671641791045,7.0,44.117647,20.588235,22.09302325581396,31.147540983606557,76.19047619047619,0.0,0.0,0.0,0.381,Cooper-Hjerpe-687309,/players/cooper-hjerpe/sa3020736/stats/pitching
Tyler Bradt,sa3022859,802680.0,25,AA,STL,P,0,2.6750657226652588,0.013432835820895522,5.1,12.5,21.875,22.388059701492534,22.222222222222218,89.74358974358975,0.0,0.0,0.0,0.46299999999999997,Tyler-Bradt-802680,/players/tyler-bradt/sa3022859/stats/pitching
Derek Diamond,sa3020470,682981.0,25,AA,PIT,P,0,31.766030407377826,0.8970149253731343,10.0,40.625,0.0,50.0,35.593220338983045,76.59574468085106,0.0,0.0,0.0,0.067,Derek-Diamond-682981,/players/derek-diamond/sa3020470/stats/pitching
Jared Jones,sa3014459,683003.0,24,AA,PIT,P,0,38.61497668281872,0.9686567164179104,8.1,34.375,6.25,34.54545454545455,32.8125,82.2222222222222,0.0,0.0,0.0,0.21,Jared-Jones-683003,/players/jared-jones/27863/stats/pitching
Riley Gowens,sa3022948,803035.0,26,AA,CHW,P,0,21.849111469965496,0.7,8.0,32.258065,3.225806,33.33333333333333,34.84848484848485,76.74418604651162,0.0,0.0,0.0,0.253,Riley-Gowens-803035,/players/riley-gowens/sa3022948/stats/pitching
Isaac Gallegos,sa3023183,814541.0,23,AA,ATL,P,0,28.176510260143512,0.8462686567164179,7.1,25.806452,12.903226,29.032258064516128,36.206896551724135,82.92682926829268,0.0,0.0,0.0,0.21100000000000002,Isaac-Gallegos-814541,/players/isaac-gallegos/sa3023183/stats/pitching
Isaac Coffey,sa3020222,806190.0,26,AA,BOS,P,0,4.402829878584718,0.041791044776119404,6.0,16.129032000000002,6.451613,23.33333333333333,16.3265306122449,94.28571428571428,0.0,0.0,0.0,0.442,Isaac-Coffey-806190,/players/isaac-coffey/sa3020222/stats/pitching
Bailey Dees,sa3017946,676442.0,27,AA,NYY,P,0,5.720199127178493,0.09253731343283582,8.1,20.0,20.0,25.675675675675677,26.530612244897963,82.14285714285714,0.0,0.0,0.0,0.18,Bailey-Dees-676442,/players/bailey-dees/sa3017946/stats/pitching
Channing Austin,sa3025635,694537.0,24,AA,NYM,P,0,20.957183520318647,0.6686567164179105,6.1,20.689655,20.689655,29.870129870129873,32.786885245901644,76.31578947368422,0.0,0.0,0.0,0.309,Channing-Austin-694537,/players/channing-austin/sa3026309/stats/pitching
Michael Caldon,sa3067147,828511.0,23,AA,BAL,P,0,6.671467557354872,0.1253731343283582,6.1,17.241379000000002,17.241379000000002,18.75,16.666666666666664,94.44444444444444,0.0,0.0,0.0,0.285,Michael-Caldon-828511,/players/michael-caldon/sa3067147/stats/pitching
Cade Povich,sa3017787,700249.0,26,AA,BAL,P,0,21.746574539707627,0.6970149253731344,7.0,25.0,3.571429,37.5,28.070175438596486,77.7777777777778,0.0,0.0,0.0,0.28600000000000003,Cade-Povich-700249,/players/cade-povich/30055/stats/pitching
Patrick Sandoval,sa875337,663776.0,29,AA,BOS,P,0,11.132542893663672,0.29850746268656714,8.0,40.740741,7.407407000000001,32.72727272727273,54.0,65.625,0.0,0.0,0.0,0.162,Patrick-Sandoval-663776,/players/patrick-sandoval/19447/stats/pitching
Wilmy Sanchez,sa3019396,804522.0,22,AA,HOU,P,0,28.64203469680214,0.8567164179104477,7.0,29.62963,14.814815,27.160493827160487,29.230769230769234,81.3953488372093,0.0,0.0,0.0,0.215,Wilmy-Sanchez-804522,/players/wilmy-sanchez/sa3019396/stats/pitching
Zach Jacobs,sa3020600,806303.0,24,AA,CLE,P,0,12.361320177774422,0.3537313432835821,6.1,22.222222,11.111111,28.070175438596486,21.951219512195124,88.0,0.0,0.0,0.0,0.263,Zach-Jacobs-806303,/players/zachary-jacobs/sa3020600/stats/pitching
Garrett Hawkins,sa3017383,678184.0,26,AA,SDP,P,0,22.4850530532648,0.7223880597014926,6.2,44.0,4.0,22.72727272727273,37.03703703703704,68.18181818181817,0.0,0.0,0.0,0.221,Garrett-Hawkins-678184,/players/garrett-hawkins/sa3017383/stats/pitching
Jake Higginbotham,sa3007590,663977.0,30,AA,MIN,P,0,4.312956977738573,0.034328358208955224,5.2,28.000000000000004,8.0,31.42857142857143,26.66666666666667,94.44444444444444,0.0,0.0,0.0,0.29,Jake-Higginbotham-663977,/players/jacob-higginbotham/sa3007590/stats/pitching
Manuel Castro,sa3017493,701195.0,24,AA,SDP,P,0,7.308588089849483,0.14626865671641792,5.1,12.5,12.5,19.047619047619047,27.08333333333333,86.1111111111111,0.0,0.0,0.0,0.39799999999999996,Manuel-Castro-701195,/players/manuel-castro/sa3017475/stats/pitching
Joe Corbett,sa3010237,663782.0,29,AA,MIL,P,0,5.3276349438182775,0.07313432835820896,5.0,25.0,4.1666669999999995,28.000000000000004,29.16666666666667,79.41176470588233,0.0,0.0,0.0,0.456,Joe-Corbett-663782,/players/joseph-corbett/sa3010237/stats/pitching
Blake Burkhalter,sa3020382,686628.0,25,AA,ATL,P,0,28.72191620094157,0.8582089552238806,6.1,30.434783000000003,4.347826,33.33333333333333,40.42553191489361,77.4193548387097,0.0,0.0,0.0,0.256,Blake-Burkhalter-686628,/players/blake-burkhalter/sa3020382/stats/pitching
Jack Flaherty,sa828681,656427.0,30,AA,DET,P,0,5.506012512015059,0.0791044776119403,5.2,31.818182,4.5454550000000005,19.44444444444445,30.0,78.78787878787878,0.0,0.0,0.0,0.28,Jack-Flaherty-656427,/players/jack-flaherty/17479/stats/pitching
Ben Johnson,sa3034710,814118.0,24,AA,CHC,P,0,12.569716854958283,0.3656716417910448,5.0,22.727273,9.090909,30.434782608695656,20.51282051282051,92.0,0.0,0.0,0.0,0.32,Ben-Johnson-814118,/players/benjamin-johnson/sa3034710/stats/pitching
Eriq Swan,sa3023514,811291.0,24,AA,WSN,P,0,33.37925996421924,0.9223880597014925,5.0,35.0,20.0,25.0,48.57142857142857,70.0,0.0,0.0,0.0,0.265,Eriq-Swan-811291,/players/eriq-swan/sa3023514/stats/pitching
Lenny Torres Jr.,sa3008329,678013.0,25,AA,PHI,P,0,21.4871085847155,0.6880597014925374,5.0,47.058824,5.882353,35.0,20.689655172413797,93.33333333333331,0.0,0.0,0.0,0.168,Lenny-Torres-Jr.-678013,/players/lineras-torres/sa3008329/stats/pitching
Noah Hall,sa3023416,801801.0,25,A+,NYM,P,0,8.982161587747814,0.24305555555555555,82.1,22.631579000000002,15.526316,25.29976019184652,28.23712948517941,81.33640552995391,0.0,0.0,0.0,0.33952894736842104,Noah-Hall-801801,/players/noah-hall/sa3023416/stats/pitching
Everett Catlett,sa3028650,700481.0,23,A+,COL,P,0,27.244780495877233,0.8236111111111111,82.2,24.725275,9.065934,35.286783042394006,30.11869436201781,82.23350253807106,0.0,0.0,0.0,0.3645027472527473,Everett-Catlett-700481,/players/everett-catlett/sa3028650/stats/pitching
Grant Umberger,sa3067156,802359.0,24,A+,CHW,P,0,12.506730933030846,0.37777777777777777,78.2,17.728532,8.033241,31.53409090909091,24.148606811145516,86.046511627907,0.0,0.0,0.0,0.34205540166204984,Grant-Umberger-802359,/players/grant-umberger/sa3044233/stats/pitching
Samuel Dutton,sa3030705,695542.0,23,A+,ATH,P,0,8.564924942300179,0.21944444444444444,80.1,12.849162,9.497207,24.757281553398062,18.75,85.81560283687944,0.0,0.0,0.0,0.36035754189944136,Samuel-Dutton-695542,/players/samuel-dutton/sa3030705/stats/pitching
Yoel Tejeda Jr.,sa3043611,701347.0,22,A+,WSN,P,0,33.33821559896141,0.9041666666666667,84.1,28.089888,11.235955,30.501089324618736,31.41025641025641,79.52941176470588,0.0,0.0,0.0,0.30144662921348314,Yoel-Tejeda-Jr.-701347,/players/yoel-tejeda/sa3043611/stats/pitching
Wande Torres,sa3019165,800485.0,21,A+,MIL,P,0,26.724748246929273,0.8041666666666667,81.2,23.380282,9.577465,30.93126385809313,26.530612244897963,88.715953307393,0.0,0.0,0.0,0.3286112676056338,Wande-Torres-800485,/players/wande-torres/sa3019165/stats/pitching
Emmanuel Reyes,sa3019071,800539.0,22,A+,KCR,P,0,24.677612572644268,0.7611111111111111,82.2,19.884726,9.221902,32.30994152046784,26.484018264840177,81.50537634408602,0.0,0.0,0.0,0.3307089337175793,Emmanuel-Reyes-800539,/players/emmanuel-reyes/sa3019071/stats/pitching
Justin Sinibaldi,sa3025524,811958.0,24,A+,CHW,P,0,10.600259598085977,0.29305555555555557,76.2,19.308357,8.933717999999999,27.245053272450534,22.02797202797203,84.01015228426397,0.0,0.0,0.0,0.36053314121037466,Justin-Sinibaldi-811958,/players/justin-sinibaldi/sa3025524/stats/pitching
Jordy Vargas,sa3016052,700174.0,22,A+,COL,P,0,29.70922730145857,0.8513888888888889,76.0,24.277457000000002,14.16185,33.65617433414044,33.4913112164297,79.83193277310923,0.0,0.0,0.0,0.35338439306358377,Jordy-Vargas-700174,/players/jordy-vargas/sa3016052/stats/pitching
Luis Serna,sa3016528,702436.0,21,A+,NYY,P,0,37.9161369281596,0.9527777777777777,82.0,27.565982,9.090909,29.35251798561151,33.27841845140033,74.25742574257426,0.0,0.0,0.0,0.2889677419354839,Luis-Serna-702436,/players/luis-serna/sa3016528/stats/pitching
Walter Ford,sa3022190,703609.0,21,A+,SEA,P,0,18.62854093992013,0.5833333333333334,76.0,14.159292,4.129794,33.45724907063197,20.918367346938776,85.43689320388349,0.0,0.0,0.0,0.4077581120943953,Walter-Ford-703609,/players/walter-ford/sa3022190/stats/pitching
Evan Truitt,sa3025236,822462.0,23,A+,SEA,P,0,17.122934965692775,0.5319444444444444,76.2,18.584071,6.4896759999999984,34.75073313782991,21.875,86.02409638554217,0.0,0.0,0.0,0.35205309734513274,Evan-Truitt-822462,/players/evan-truitt/sa3025236/stats/pitching
Leonel Sequera,sa3019268,800320.0,20,A+,STL,P,0,30.133350957100678,0.8555555555555555,71.2,23.964497,9.467456,30.248618784530386,29.64824120603015,85.26570048309179,0.0,0.0,0.0,0.4042928994082841,Leonel-Sequera-800320,/players/leonel-sequera/sa3019268/stats/pitching
Steven Echavarria,sa3023560,806064.0,20,A+,ATH,P,0,18.507376075639343,0.575,75.1,21.130952,10.714286,26.698262243285946,23.74581939799331,83.83371824480369,0.0,0.0,0.0,0.32254464285714285,Steven-Echavarria-806064,/players/steven-echavarria/sa3023560/stats/pitching
Reese Dutton,sa3025570,700848.0,25,A+,PHI,P,0,10.152135011738324,0.28194444444444444,82.1,21.428571,7.7380949999999995,25.52166934189406,25.396825396825395,83.37408312958433,0.0,0.0,0.0,0.3059642857142857,Reese-Dutton-700848,/players/reese-dutton/sa3025570/stats/pitching
Zane Taylor,sa3043592,823990.0,24,A+,ATH,P,0,13.380991835713761,0.40555555555555556,81.0,20.05988,8.383234,29.493087557603694,22.80405405405405,82.6879271070615,0.0,0.0,0.0,0.30902395209580835,Zane-Taylor-823990,/players/nathaniel-taylor/sa3043592/stats/pitching
