name,MinorMasterId,MLBAMId,age,level,team,Position,Bats,pscore,score_p,pa,woba,xwoba,wrcplus,iso,bbrate,krate,chaserate,whiffrate,zcontact,ev90,maxev,barrelpa,bat_speed,spd,savant_url,UPURL
Jonathon Long,sa3022864,675085.0,24,AAA,0,1B,R,39.93099843036287,0.8934169278996865,387,0.34700000000000003,0.314,0.0,0.162,10.6,20.4,25.17006802721089,23.1,81.31634819532907,106.5,111.7,4.3927648578811365,0.0,3.52981,Jonathon-Long-675085,/players/jonathon-long/sa3022864/stats/batting
James Tibbs III,sa3025333,696486.0,23,AAA,0,1B/OF,L,46.894442555468814,0.9655172413793104,395,0.41,0.379,0.0,0.267,16.2,25.1,20.865704772475027,32.0,76.4367816091954,105.4,110.2,9.620253164556964,0.0,4.851,James-Tibbs-III-696486,/players/james-tibbs/sa3025333/stats/batting
Jonah Bride,sa3007516,681146.0,30,AAA,0,1B/3B,R,13.55070616654114,0.13166144200626959,356,0.361,0.316,0.0,0.14800000000000002,16.0,18.3,22.932330827067666,14.7,89.3732970027248,99.4,105.5,1.9662921348314608,0.0,4.164680000000001,Jonah-Bride-681146,/players/jonah-bride/24703/stats/batting
Zach Ehrhard,sa3025247,701394.0,23,AAA,0,OF,R,43.95932616115014,0.9498432601880877,377,0.38299999999999995,0.34,0.0,0.201,14.6,20.2,22.318125770653516,21.6,83.29571106094808,102.9,111.0,5.3050397877984095,0.0,5.01509,Zach-Ehrhard-701394,/players/zachary-ehrhard/sa3025247/stats/batting
Jack Suwinski,sa918314,669261.0,27,AAA,0,OF,L,31.97789723005955,0.725705329153605,350,0.40700000000000003,0.35600000000000004,0.0,0.276,12.3,22.9,23.704663212435236,23.7,79.67806841046276,106.3,115.0,8.857142857142854,0.0,5.121180000000001,Jack-Suwinski-669261,/players/jack-suwinski/22244/stats/batting
BJ Murray,sa3017287,681230.0,26,AAA,0,1B/3B,S,38.485806644045034,0.8699059561128527,364,0.42100000000000004,0.376,0.0,0.21899999999999997,12.9,20.9,22.846441947565545,23.1,84.91735537190083,104.7,111.3,5.21978021978022,0.0,6.2725800000000005,BJ-Murray-681230,/players/bertram-murray/sa3017287/stats/batting
Christian Cairo,sa3010028,686551.0,25,AAA,0,2B/3B/SS,R,30.75164725503304,0.6974921630094044,366,0.34700000000000003,0.322,0.0,0.08,18.3,16.4,18.70967741935484,23.0,85.84474885844749,100.0,107.5,1.0928961748633879,0.0,5.65373,Christian-Cairo-686551,/players/christian-cairo/sa3010028/stats/batting
Max Clark,sa3022683,703601.0,21,AAA,0,OF,L,47.60114364960646,0.9717868338557993,369,0.331,0.322,0.0,0.142,10.8,14.9,20.74742268041237,14.1,91.3793103448276,104.4,111.3,2.9810298102981028,0.0,6.770510000000001,Max-Clark-703601,/players/maxwell-clark/sa3022683/stats/batting
Ryan Clifford,sa3020126,691775.0,22,AAA,0,1B/OF,L,40.56677737629014,0.9059561128526645,352,0.295,0.293,0.0,0.19699999999999998,10.8,36.6,29.46544980443285,33.3,73.87387387387388,107.9,113.1,5.6818181818181825,0.0,5.40492,Ryan-Clifford-691775,/players/ryan-clifford/sa3020126/stats/batting
Héctor Rodríguez,sa3015828,699302.0,22,AAA,0,OF,L,47.307029890397864,0.9670846394984326,389,0.386,0.34299999999999997,0.0,0.265,10.0,20.6,35.537190082644635,24.3,83.66336633663366,107.3,113.7,7.197943444730077,0.0,5.79548,Héctor-Rodríguez-699302,/players/hctor-rodrguez/sa3015828/stats/batting
Charlie Condon,sa3025257,809707.0,23,AAA,0,1B/OF,R,50.322582944641844,0.9858934169278997,364,0.425,0.36700000000000005,0.0,0.295,14.3,23.9,17.724867724867725,29.1,78.93569844789356,106.7,112.6,6.593406593406594,0.0,6.754160000000001,Charlie-Condon-809707,/players/charles-condon/sa3025257/stats/batting
Nate Furman,sa3020763,801501.0,24,AAA,0,2B,L,34.65719341787697,0.7836990595611285,375,0.34,0.355,0.0,0.11800000000000001,12.3,13.1,22.66139657444005,11.5,93.37899543378995,99.2,108.1,2.933333333333333,0.0,4.9876,Nate-Furman-801501,/players/nathan-furman/sa3020763/stats/batting
Christian Franklin,sa3017510,681047.0,26,AAA,0,OF,R,36.622071339205625,0.8244514106583072,358,0.33299999999999996,0.335,0.0,0.114,14.5,25.7,20.341207349081365,27.2,82.36607142857143,105.9,113.7,3.35195530726257,0.0,5.42706,Christian-Franklin-681047,/players/christian-franklin/sa3017510/stats/batting
Josh Kasevich,sa3020203,688460.0,25,AAA,0,SS,R,36.34621505310777,0.8134796238244514,377,0.33399999999999996,0.313,0.0,0.08800000000000001,10.6,11.4,20.805369127516784,11.9,93.65853658536587,102.6,110.0,0.7957559681697612,0.0,4.65885,Josh-Kasevich-688460,/players/joshua-kasevich/sa3020203/stats/batting
Noah Miller,sa3017512,695653.0,23,AAA,0,SS,S,29.708143949094968,0.6614420062695925,370,0.33299999999999996,0.3,0.0,0.182,10.5,17.6,31.550802139037433,21.1,87.22943722943724,100.7,104.2,3.5135135135135136,0.0,5.51336,Noah-Miller-695653,/players/noah-miller/sa3017512/stats/batting
Bryan De La Cruz,sa828304,650559.0,29,AAA,0,OF,R,22.26712402267064,0.4059561128526646,346,0.35,0.34700000000000003,0.0,0.177,12.1,21.4,25.464190981432363,23.8,82.37885462555064,105.2,112.0,6.358381502890174,0.0,1.9396400000000003,Bryan-De-La-Cruz-650559,/players/bryan-de-la-cruz/19600/stats/batting
Ronny Simon,sa3008365,682927.0,26,AAA,0,2B/OF,B,38.54985796286201,0.8730407523510971,366,0.36700000000000005,0.332,0.0,0.129,11.7,17.8,24.935400516795863,21.6,85.21939953810623,106.1,112.9,3.278688524590164,0.0,6.1009199999999995,Ronny-Simon-682927,/players/ronny-simon/25346/stats/batting
Brett Wisely,sa1170003,689172.0,27,AAA,0,2B,L,26.501448426055642,0.567398119122257,329,0.366,0.327,0.0,0.136,14.3,21.6,24.623803009575926,23.9,80.14354066985645,101.9,108.8,2.735562310030395,0.0,5.77674,Brett-Wisely-689172,/players/brett-wisely/27735/stats/batting
Jett Williams,sa3020134,702518.0,22,AAA,0,SS,R,40.67587456714307,0.9090909090909091,355,0.325,0.315,0.0,0.153,13.2,22.0,24.119241192411923,21.0,85.58352402745996,102.1,109.0,4.507042253521127,0.0,8.53693,Jett-Williams-702518,/players/jett-williams/sa3020134/stats/batting
Brock Wilken,sa3022499,694385.0,24,AAA,0,3B,R,38.43480820044215,0.8683385579937304,323,0.299,0.298,0.0,0.162,17.0,29.1,19.410977242302547,25.2,82.00589970501477,103.4,109.2,5.263157894736842,0.0,5.81824,Brock-Wilken-694385,/players/brock-wilken/sa3022499/stats/batting
Joshua Báez,sa3017022,695491.0,23,AAA,0,OF,R,43.70597954542117,0.9482758620689655,363,0.371,0.34600000000000003,0.0,0.316,6.6,30.3,35.714285714285715,34.1,74.25287356321839,108.4,114.1,11.84573002754821,0.0,7.86982,Joshua-Báez-695491,/players/joshua-bez/sa3017022/stats/batting
Nelson Rada,sa3018421,703185.0,20,AAA,0,OF,L,35.597168490304156,0.8040752351097179,336,0.33,0.289,0.0,0.08199999999999999,14.0,16.4,20.827389443651928,20.6,86.76470588235294,94.6,109.6,0.0,0.0,8.35228,Nelson-Rada-703185,/players/nelson-rada/sa3018421/stats/batting
Jace Jung,sa3019992,690291.0,25,AAA,0,3B,L,35.20764889025526,0.7962382445141066,336,0.34299999999999997,0.32299999999999995,0.0,0.20800000000000002,14.6,22.3,24.56395348837209,24.5,82.5503355704698,104.4,110.7,6.845238095238097,0.0,3.05114,Jace-Jung-690291,/players/jace-jung/31437/stats/batting
Juan Brito,sa3009808,682877.0,24,AAA,0,2B,B,26.725945389148954,0.5752351097178683,323,0.33299999999999996,0.298,0.0,0.159,14.9,17.6,27.367055771725035,23.0,82.93269230769229,99.7,107.7,1.5479876160990709,0.0,3.9327400000000003,Juan-Brito-682877,/players/juan-brito/26693/stats/batting
Kristian Robinson,sa3006884,677565.0,25,AAA,0,OF,R,36.56078550839332,0.8181818181818182,318,0.35,0.326,0.0,0.152,14.2,29.6,22.833562585969734,36.5,70.83333333333334,106.1,113.7,4.402515723270441,0.0,7.16642,Kristian-Robinson-677565,/players/kristian-robinson/sa3006884/stats/batting
Nolan Jones,sa917941,666134.0,28,AAA,0,OF,L,28.80407902202494,0.6316614420062696,325,0.361,0.331,0.0,0.212,13.2,24.3,23.216783216783213,27.5,81.30081300813008,106.4,113.0,5.538461538461538,0.0,5.7232,Nolan-Jones-666134,/players/nolan-jones/20529/stats/batting
Nick Morabito,sa3020418,703492.0,23,AAA,0,OF,R,40.43227493492111,0.8996865203761756,339,0.344,0.326,0.0,0.15,11.8,24.2,22.59414225941423,22.4,83.53510895883777,102.0,110.4,3.2448377581120944,0.0,7.3418600000000005,Nick-Morabito-703492,/players/nick-morabito/32119/stats/batting
John Rave,sa918890,670231.0,28,AAA,0,OF,L,26.274254366421122,0.5532915360501567,303,0.368,0.316,0.0,0.19,15.2,20.5,23.446327683615817,21.6,88.95184135977337,104.2,110.7,4.950495049504951,0.0,6.63892,John-Rave-670231,/players/john-rave/26284/stats/batting
Kristian Campbell,sa3023011,692225.0,24,AAA,0,2B,R,32.868290575637396,0.7398119122257053,311,0.305,0.299,0.0,0.07200000000000001,16.1,29.3,23.70990237099024,28.9,79.12371134020619,104.6,110.2,2.2508038585209005,0.0,2.82248,Kristian-Campbell-692225,/players/kristian-campbell/33644/stats/batting
Jim Jarvis,sa3022891,805347.0,25,AAA,0,SS,L,36.57014465880979,0.8213166144200627,346,0.382,0.32,0.0,0.14800000000000002,13.0,15.9,24.52574525745257,14.9,91.73553719008264,103.1,109.1,2.601156069364162,0.0,6.8782,Jim-Jarvis-805347,/players/jim-jarvis/33492/stats/batting
Cade Marlowe,sa1170288,687799.0,29,AAA,0,OF,L,16.859194073943044,0.22100313479623823,348,0.39299999999999996,0.302,0.0,0.21,11.2,19.8,28.27868852459016,28.0,81.93018480492812,100.5,108.8,3.160919540229885,0.0,8.81686,Cade-Marlowe-687799,/players/cade-marlowe/25505/stats/batting
Ryan Bliss,sa3016951,669208.0,26,AAA,0,2B,R,23.296669443523125,0.44670846394984326,340,0.32,0.28800000000000003,0.0,0.134,5.9,23.2,26.284875183553595,28.6,76.6315789473684,101.0,109.1,4.411764705882354,0.0,6.77698,Ryan-Bliss-669208,/players/ryan-bliss/29547/stats/batting
Termarr Johnson,sa3020214,702261.0,22,AAA,0,2B,L,32.92625394197174,0.7429467084639498,316,0.29,0.3,0.0,0.10800000000000001,17.1,25.9,23.88268156424581,30.7,75.83892617449666,103.1,109.0,3.1645569620253164,0.0,5.67427,Termarr-Johnson-702261,/players/termarr-johnson/sa3020214/stats/batting
Zac Veen,sa3014516,691728.0,24,AAA,0,OF,L,40.43238458648139,0.9012539184952978,350,0.405,0.321,0.0,0.271,10.6,21.4,35.40197461212976,25.3,82.67543859649122,107.0,113.4,5.1428571428571415,0.0,7.54385,Zac-Veen-691728,/players/zac-veen/27770/stats/batting
Luis Lara,sa3018514,800325.0,21,AAA,0,OF,B,43.64321521633951,0.945141065830721,337,0.401,0.317,0.0,0.152,15.1,13.9,25.819672131147538,15.9,90.52924791086349,101.8,109.0,2.0771513353115725,0.0,7.2285699999999995,Luis-Lara-800325,/players/luis-lara/30675/stats/batting
Michael Toglia,sa3010393,669911.0,27,AAA,0,1B,B,31.548848279183908,0.7084639498432602,316,0.387,0.381,0.0,0.285,13.9,25.9,25.034199726402193,28.4,81.21827411167513,106.7,113.3,10.443037974683543,0.0,4.33491,Michael-Toglia-669911,/players/michael-toglia/25845/stats/batting
Victor Labrada,sa3015062,700032.0,26,AAA,0,OF,L,24.94802873882512,0.5188087774294671,343,0.327,0.313,0.0,0.11699999999999999,10.8,19.8,31.83098591549296,24.7,86.48018648018648,100.7,108.4,3.206997084548105,0.0,6.264819999999999,Victor-Labrada-700032,/players/victor-labrada/sa3015062/stats/batting
Trevor Hauver,sa3014448,669386.0,27,AAA,0,OF,L,25.582966757103645,0.5344827586206896,307,0.34299999999999997,0.325,0.0,0.121,15.3,27.7,19.411764705882355,25.0,84.06169665809769,101.3,109.3,3.5830618892508146,0.0,3.1125700000000003,Trevor-Hauver-669386,/players/trevor-hauver/sa3014448/stats/batting
Cam Cauley,sa3017167,695508.0,23,AAA,0,2B/OF,R,36.1496806565191,0.8119122257053292,334,0.34,0.31,0.0,0.147,13.5,21.9,25.32751091703057,27.2,79.60687960687963,102.1,109.6,3.293413173652695,0.0,8.222669999999999,Cam-Cauley-695508,/players/cameron-cauley/29710/stats/batting
Andrew Pinckney,sa3022670,687605.0,25,AAA,0,OF,R,33.89298855844436,0.7586206896551724,316,0.35700000000000004,0.311,0.0,0.163,9.8,30.7,26.66666666666667,35.1,79.3103448275862,108.5,119.0,4.113924050632911,0.0,5.96239,Andrew-Pinckney-687605,/players/andrew-pinckney/sa3022670/stats/batting
Mario Camilletti,sa3020192,680519.0,27,AAA,0,2B/3B,L,25.400500679291355,0.5313479623824452,287,0.37799999999999995,0.33299999999999996,0.0,0.157,16.4,23.3,22.222222222222218,25.8,79.60199004975125,101.3,108.5,2.787456445993032,0.0,4.47814,Mario-Camilletti-680519,/players/mario-camilletti/sa3020192/stats/batting
Carlos Mendoza,sa3008944,685332.0,26,AAA,0,2B/OF,L,30.195492919530288,0.6739811912225705,297,0.332,0.327,0.0,0.094,18.5,16.2,22.23816355810617,18.1,86.90807799442896,100.8,108.9,1.0101010101010102,0.0,3.0366299999999997,Carlos-Mendoza-685332,/players/carlos-mendoza/sa3008944/stats/batting
Aaron Schunk,sa3009957,668845.0,28,AAA,0,2B/3B/SS,R,12.595468513930278,0.09247648902821316,337,0.294,0.268,0.0,0.129,7.4,22.8,36.62182361733931,23.9,83.49514563106796,102.6,106.7,2.0771513353115725,0.0,5.44388,Aaron-Schunk-668845,/players/aaron-schunk/25524/stats/batting
Ji Hwan Bae,sa3006895,678225.0,26,AAA,0,2B/OF,L,30.1859373802914,0.6724137931034483,317,0.342,0.332,0.0,0.128,13.9,21.5,24.304538799414352,27.0,81.50684931506851,102.8,109.7,2.8391167192429023,0.0,8.35158,Ji-Hwan-Bae-678225,/players/ji-hwan-bae/23818/stats/batting
Allan Castro,sa3016084,691369.0,23,AAA,0,OF,S,34.65382483432019,0.7821316614420063,314,0.293,0.271,0.0,0.11699999999999999,9.9,20.4,29.337094499294782,24.4,85.35980148883374,105.1,111.4,3.5031847133757963,0.0,5.6729400000000005,Allan-Castro-691369,/players/allan-castro/sa3016084/stats/batting
Eduardo Valencia,sa3006622,680664.0,26,AAA,0,C/DH,R,35.346574399353365,0.799373040752351,330,0.363,0.349,0.0,0.21899999999999997,9.7,20.9,29.14201183431953,25.1,82.44803695150117,105.6,112.7,9.090909090909092,0.0,3.61398,Eduardo-Valencia-680664,/players/eduardo-valencia/24574/stats/batting
Abraham Toro,sa918020,647351.0,29,AAA,0,2B/3B,B,17.4528192076095,0.2476489028213166,316,0.371,0.29,0.0,0.25,9.2,20.6,28.613138686131386,24.1,83.84401114206128,102.7,110.1,5.69620253164557,0.0,4.59192,Abraham-Toro-647351,/players/abraham-toro/19844/stats/batting
Brock Rodden,sa3022432,801126.0,26,AAA,0,2B,S,22.490094796890393,0.41379310344827586,316,0.342,0.285,0.0,0.207,10.4,24.1,32.080924855491325,29.3,82.85714285714286,101.7,108.0,3.1645569620253164,0.0,4.60692,Brock-Rodden-801126,/players/brock-rodden/sa3022432/stats/batting
Yohandy Morales,sa3022672,691002.0,24,AAA,0,1B/3B,R,39.17508564024572,0.8887147335423198,356,0.39299999999999996,0.359,0.0,0.248,8.7,25.3,33.77386196769457,32.6,73.67205542725173,106.9,113.1,8.98876404494382,0.0,3.9954,Yohandy-Morales-691002,/players/yohandy-morales/sa3022672/stats/batting
CJ Alexander,sa3006912,680769.0,29,AAA,0,3B,L,18.964014584070718,0.31191222570532917,300,0.355,0.35600000000000004,0.0,0.242,11.3,30.0,30.28985507246377,33.1,73.96593673965937,106.2,112.5,8.333333333333332,0.0,4.23019,CJ-Alexander-680769,/players/cj-alexander/20557/stats/batting
Jacob Berry,sa3019825,694351.0,25,AAA,0,3B/OF,S,35.20787143031972,0.7978056426332288,292,0.335,0.319,0.0,0.115,15.4,14.7,22.89855072463768,16.5,90.36144578313255,101.0,107.7,3.0821917808219177,0.0,4.64363,Jacob-Berry-694351,/players/jacob-berry/sa3019825/stats/batting
José Barrero,sa3005385,676480.0,28,AAA,0,SS,R,16.407936783971554,0.20376175548589343,310,0.35,0.287,0.0,0.244,11.6,28.7,31.578947368421048,34.2,79.34782608695652,103.3,108.9,6.451612903225807,0.0,4.51746,José-Barrero-676480,/players/jose-barrero/23378/stats/batting
Yanquiel Fernández,sa3015648,692585.0,23,AAA,0,DH/OF,L,38.493229024041916,0.8714733542319749,325,0.34,0.324,0.0,0.22,6.8,22.2,40.1673640167364,29.3,83.05882352941177,107.4,113.1,7.6923076923076925,0.0,2.5859400000000003,Yanquiel-Fernández-692585,/players/yanquiel-fernandez/28552/stats/batting
Oswaldo Cabrera,sa916954,665828.0,27,AAA,0,3B/OF,B,22.46892774405881,0.4122257053291536,318,0.33,0.311,0.0,0.145,8.5,20.8,29.83257229832572,22.5,85.71428571428571,102.3,107.2,3.7735849056603774,0.0,5.053669999999999,Oswaldo-Cabrera-665828,/players/oswaldo-cabrera/21707/stats/batting
Matthew Etzel,sa3022815,803033.0,24,AAA,0,OF,L,38.11687735904495,0.8605015673981191,308,0.344,0.32799999999999996,0.0,0.177,13.0,25.3,27.761194029850746,27.2,82.38095238095238,102.6,111.8,4.220779220779221,0.0,6.3463199999999995,Matthew-Etzel-803033,/players/matthew-etzel/sa3022815/stats/batting
Drew Swift,sa3017281,669439.0,27,AAA,0,SS,R,22.973143148119014,0.43103448275862066,303,0.33899999999999997,0.29100000000000004,0.0,0.067,15.8,23.8,23.32317073170732,23.0,86.25,100.3,109.9,0.99009900990099,0.0,5.8807,Drew-Swift-669439,/players/andrew-swift/sa3017281/stats/batting
Cristian Pache,sa916722,665506.0,27,AAA,0,OF,R,19.435873368987547,0.3322884012539185,312,0.293,0.267,0.0,0.134,4.5,32.4,32.08722741433021,33.1,76.66666666666667,103.3,110.1,4.166666666666666,0.0,8.31305,Cristian-Pache-665506,/players/cristian-pache/19948/stats/batting
Milan Tolentino,sa3014544,675455.0,24,AAA,0,SS,L,34.400273204380476,0.774294670846395,305,0.35100000000000003,0.304,0.0,0.213,12.5,30.8,32.779456193353475,32.8,77.90055248618783,103.3,110.2,6.229508196721313,0.0,5.74889,Milan-Tolentino-675455,/players/milan-tolentino/sa3014544/stats/batting
Michael Stefanic,sa3008479,683021.0,30,AAA,0,2B,R,16.410017535464558,0.20532915360501566,325,0.34700000000000003,0.307,0.0,0.111,11.4,9.8,17.165354330708663,7.4,95.6656346749226,100.3,109.9,0.9230769230769232,0.0,3.96107,Michael-Stefanic-683021,/players/michael-stefanic/25353/stats/batting
Charles McAdoo,sa3022823,807727.0,24,AAA,0,1B/2B,R,44.239220583682346,0.9529780564263323,295,0.369,0.354,0.0,0.19699999999999998,13.9,21.7,25.48148148148148,22.3,89.9441340782123,103.8,112.4,7.118644067796612,0.0,5.111619999999999,Charles-McAdoo-807727,/players/charles-mcadoo/33323/stats/batting
Christian Moore,sa3025168,695681.0,23,AAA,0,2B,R,45.51123287499198,0.9592476489028213,302,0.426,0.364,0.0,0.237,17.9,20.9,23.123123123123122,29.1,79.11547911547913,105.8,111.0,4.304635761589403,0.0,7.6365300000000005,Christian-Moore-695681,/players/christian-moore/34979/stats/batting
Brett Bateman,sa3022603,703520.0,24,AAA,0,OF,L,39.1745689491085,0.8871473354231975,281,0.379,0.36,0.0,0.11199999999999999,19.2,19.2,20.454545454545453,16.9,85.52631578947368,101.3,105.7,2.491103202846975,0.0,6.66875,Brett-Bateman-703520,/players/brett-bateman/sa3022603/stats/batting
Jake Holton,sa3010599,687724.0,28,AAA,0,1B,R,24.344232879342254,0.4843260188087774,299,0.321,0.326,0.0,0.134,16.1,18.4,21.502209131075116,20.0,88.85350318471339,104.2,110.1,3.3444816053511706,0.0,3.09482,Jake-Holton-687724,/players/jake-holton/sa3010599/stats/batting
Josh Rivera,sa3022590,687069.0,25,AAA,0,SS,R,28.528274238830914,0.6285266457680251,298,0.306,0.273,0.0,0.17800000000000002,9.4,32.2,23.114754098360656,28.3,80.31088082901555,104.0,109.8,5.033557046979865,0.0,4.53314,Josh-Rivera-687069,/players/joshua-rivera/sa3022590/stats/batting
Aaron Zavala,sa3017665,701648.0,26,AAA,0,OF,L,26.31005422974877,0.5611285266457681,305,0.34299999999999997,0.303,0.0,0.155,11.1,23.0,25.99388379204893,23.4,86.17021276595743,102.4,107.0,3.9344262295081966,0.0,4.771809999999999,Aaron-Zavala-701648,/players/aaron-zavala/sa3017665/stats/batting
Gabriel Gonzalez,sa3015723,694224.0,22,AAA,0,OF,R,30.467778007008036,0.6880877742946708,340,0.317,0.273,0.0,0.166,7.9,19.7,33.18713450292397,23.8,87.30964467005077,102.3,109.9,3.5294117647058822,0.0,3.7829,Gabriel-Gonzalez-694224,/players/gabriel-gonzalez/28833/stats/batting
Jacob Amaya,sa3005081,676070.0,27,AAA,0,SS,R,30.537853679993674,0.6912225705329154,289,0.34299999999999997,0.34700000000000003,0.0,0.168,14.2,25.3,17.560975609756095,22.1,84.54545454545455,104.4,108.8,5.882352941176469,0.0,5.6693,Jacob-Amaya-676070,/players/jacob-amaya/23296/stats/batting
Vinny Capra,sa3006731,681962.0,30,AAA,0,3B,R,16.959376030818866,0.22727272727272727,312,0.332,0.332,0.0,0.136,12.5,18.9,24.922118380062305,22.7,86.18618618618618,102.5,107.5,3.205128205128205,0.0,6.1336900000000005,Vinny-Capra-681962,/players/vinny-capra/25040/stats/batting
James Triantos,sa3017295,701649.0,23,AAA,0,2B/3B,R,35.13686413597143,0.7946708463949843,355,0.34700000000000003,0.325,0.0,0.13699999999999998,5.4,12.4,31.074380165289256,15.5,90.38901601830663,101.7,107.0,3.380281690140845,0.0,5.99983,James-Triantos-701649,/players/james-triantos/sa3017295/stats/batting
Brewer Hicklen,sa3004159,676551.0,30,AAA,0,OF,R,17.98225883080017,0.2664576802507837,322,0.381,0.34700000000000003,0.0,0.21600000000000003,8.7,23.9,28.180354267310786,30.5,76.84729064039408,104.9,112.1,7.763975155279502,0.0,7.609489999999999,Brewer-Hicklen-676551,/players/brewer-hicklen/20450/stats/batting
Kody Huff,sa3019982,687627.0,25,AAA,0,C,R,41.362415878771245,0.9153605015673981,296,0.387,0.35100000000000003,0.0,0.233,14.5,19.9,20.50473186119874,23.5,85.21505376344086,104.6,112.0,4.391891891891892,0.0,6.99308,Kody-Huff-687627,/players/kody-huff/sa3019982/stats/batting
Adael Amador,sa3014682,691182.0,23,AAA,0,2B,B,39.18764957785833,0.890282131661442,305,0.33899999999999997,0.306,0.0,0.13699999999999998,14.4,12.8,20.253164556962027,18.9,86.57894736842104,102.5,109.0,2.295081967213114,0.0,5.45463,Adael-Amador-691182,/players/adael-amador/27962/stats/batting
Gavin Cross,sa3019985,688457.0,25,AAA,0,OF,L,26.85742663022653,0.5768025078369906,307,0.29,0.261,0.0,0.111,7.5,27.7,31.811023622047248,30.1,82.83378746594006,105.2,110.3,2.6058631921824107,0.0,7.177689999999999,Gavin-Cross-688457,/players/gavin-cross/sa3019985/stats/batting
Oliver Dunn,sa3010595,686554.0,28,AAA,0,3B,L,25.072883964603506,0.5235109717868338,294,0.385,0.35700000000000004,0.0,0.242,13.9,27.2,19.412724306688414,29.9,81.86528497409327,105.1,109.0,7.142857142857142,0.0,7.69672,Oliver-Dunn-686554,/players/oliver-dunn/26295/stats/batting
Andrew Pintar,sa3020715,801464.0,25,AAA,0,OF,R,34.688469066587786,0.7852664576802508,305,0.33,0.325,0.0,0.142,12.1,22.6,22.697368421052637,27.0,82.24043715846993,103.2,110.1,3.9344262295081966,0.0,6.766030000000001,Andrew-Pintar-801464,/players/andrew-pintar/sa3020715/stats/batting
Carson Williams,sa3017795,700246.0,23,AAA,0,SS,R,40.199574396511544,0.896551724137931,294,0.344,0.332,0.0,0.195,11.6,31.3,28.025477707006374,38.8,73.6986301369863,104.6,111.4,5.442176870748299,0.0,6.9318800000000005,Carson-Williams-700246,/players/carson-williams/30038/stats/batting
Carlos Rodríguez,sa3005478,677578.0,25,AAA,0,OF,L,26.309503765418224,0.5595611285266457,314,0.337,0.314,0.0,0.08900000000000001,9.6,10.2,30.47001620745543,15.2,90.37037037037035,100.0,105.6,0.9554140127388536,0.0,5.30146,Carlos-Rodríguez-677578,/players/carlos-rodrguez/sa3005478/stats/batting
Jud Fabian,sa3019942,682983.0,25,AAA,0,OF,R,29.352311942818552,0.6489028213166145,271,0.316,0.311,0.0,0.16399999999999998,17.0,30.6,20.578778135048235,33.0,76.6025641025641,103.5,109.0,4.428044280442803,0.0,3.0405,Jud-Fabian-682983,/players/judson-fabian/sa3019942/stats/batting
Abimelec Ortiz,sa3016926,694673.0,24,AAA,0,DH,L,44.522856907727416,0.9561128526645768,303,0.35200000000000004,0.363,0.0,0.24600000000000002,9.9,19.8,29.32917316692668,25.1,82.96089385474859,106.4,116.3,9.570957095709572,0.0,2.4334700000000002,Abimelec-Ortiz-694673,/players/abimelec-ortiz/29539/stats/batting
Drew Avans,sa3006937,682183.0,30,AAA,0,OF,L,15.972889378616573,0.1896551724137931,288,0.261,0.289,0.0,0.042,14.9,21.9,20.840336134453786,26.0,81.21019108280254,102.1,109.3,1.3888888888888888,0.0,6.289619999999999,Drew-Avans-682183,/players/drew-avans/25183/stats/batting
Ernesto Martinez Jr.,sa3003173,667803.0,27,AAA,0,1B,L,31.921923222369905,0.719435736677116,298,0.33799999999999997,0.33399999999999996,0.0,0.213,10.7,26.5,29.890453834115807,31.5,83.0945558739255,109.3,116.4,8.389261744966444,0.0,5.06953,Ernesto-Martinez-Jr.-667803,/players/ernesto-martinez-/sa3003173/stats/batting
LuJames Groover,sa3022887,694410.0,24,AAA,0,1B/DH,R,37.28644189110409,0.8463949843260188,274,0.38,0.314,0.0,0.132,13.5,17.2,23.128119800332776,21.4,84.90566037735849,100.8,110.2,2.18978102189781,0.0,4.5385,LuJames-Groover-694410,/players/lujames-groover/33552/stats/batting
Kaelen Culpepper,sa3025360,701785.0,23,AAA,0,SS,R,49.34758410189652,0.9796238244514106,294,0.38,0.35700000000000004,0.0,0.221,12.6,17.3,27.488151658767773,21.1,89.171974522293,104.7,110.2,5.1020408163265305,0.0,6.55875,Kaelen-Culpepper-701785,/players/kaelen-culpepper/sa3025360/stats/batting
Deyvison De Los Santos,sa3015168,691277.0,23,AAA,0,1B/DH,R,40.259458646675036,0.8981191222570533,302,0.344,0.309,0.0,0.183,7.3,17.9,36.83385579937304,26.6,82.05882352941177,108.2,113.1,4.304635761589403,0.0,5.21911,Deyvison-De-Los-Santos-691277,/players/deyvison-de-los-santos/27969/stats/batting
Bligh Madris,sa3004165,676632.0,30,AAA,0,1B/OF,L,16.633610700273895,0.2115987460815047,281,0.397,0.395,0.0,0.24600000000000002,14.9,21.7,27.44186046511628,28.6,83.38278931750742,105.7,109.6,6.761565836298933,0.0,3.96351,Bligh-Madris-676632,/players/bligh-madris/20054/stats/batting
DaShawn Keirsey Jr.,sa3007301,680577.0,29,AAA,0,OF,L,17.808508227016073,0.25862068965517243,317,0.301,0.295,0.0,0.105,6.6,27.4,36.13445378151261,25.7,80.28169014084506,105.5,112.5,3.154574132492113,0.0,7.703239999999999,DaShawn-Keirsey-Jr.-680577,/players/dashawn-keirsey-jr/24496/stats/batting
